,Nome,Endereco,Cep - UF,Telefone,Numero CGC,Horario de Atendimento
0,"VILA VALQUEIRE, RJ",ESTRADA INTENDENTE MAGALHAES NUM 884 - VILA VALQUEIRE,"21331720 - RIO DE JANEIRO, RJ",Tel: (21) 4003-1043,Ag. Número: 4086-0,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"VISTA ALEGRE RIO, RJ",AVENIDA BRAZ DE PINA NUM 1991 - VISTA ALEGRE,"21235602 - RIO DE JANEIRO, RJ",Tel: (21) 4003-1043,Ag. Número: 4472-5,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"SANTO ANTONIO DE PADUA, RJ",RUA CONSELHEIRO PAULINO NUM 43 - CENTRO,"284700 - SANTO ANTONIO DE PADUA, RJ",Tel: (22) 4003-1043,Ag. Número: 0191-0,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"SAO FIDELIS, RJ",AVENIDA SETE DE SETEMBRO NUM 236 - CENTRO,"284000 - SAO FIDELIS, RJ",Tel: (22) 4003-1043,Ag. Número: 0192-9,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"SAO FRANCISCO DO ITABAPOANA, RJ",AVENIDA VEREADOR EDENITES DA SILVA VIANA NUM 103 - CENTRO,"282300 - SAO FRANCISCO DE ITABAPOANA, RJ",Tel: (22) 4003-1043,Ag. Número: 1331-5,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"ALCANTARA, RJ",RUA DOUTOR ALFREDO BACKER NUM 536 - ALCANTARA,"244525 - SAO GONCALO, RJ",Tel: (21) 3360-0120,Ag. Número: 0889-3,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"BAIRRO PARAISO, RJ",RUA COMANDANTE ARI PARREIRAS NUM 2506 - PARAISO,"24426470 - SAO GONCALO, RJ",Tel: (21) 4003-1043,Ag. Número: 4161-0,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"NOVA CIDADE, RJ",RUA DOUTOR NILO PECANHA NUM 1026 - NOVA CIDADE,"24445360 - SAO GONCALO, RJ",Tel: (21) 4003-1043,Ag. Número: 4978-6,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"PRACA ZE GAROTO, RJ",RUA CORONEL MOREIRA CESAR NUM 35 - CENTRO,"24440400 - SAO GONCALO, RJ",Tel: (21) 3360-0150,Ag. Número: 4143-2,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"RAUL VEIGA, RJ",ESTRADA RAUL VEIGA NUM 424 - ALCANTARA,"2473060 - SAO GONCALO, RJ",Tel: (21) 3360-0135,Ag. Número: 3594-7,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"ROCHA, RJ",AVENIDA HUMBERTO DE ALENCAR CASTELO BRANCO LOTE 3232 - ROCHA,"24420465 - SAO GONCALO, RJ",Tel: (21) 3320-0490,Ag. Número: 1853-8,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"SAO GONCALO, RJ",RUA DOUTOR NILO PECANHA NUM 125 - CENTRO,"24445360 - SAO GONCALO, RJ",Tel: (21) 4003-1043,Ag. Número: 0194-5,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"SHOPPING SAO GONCALO, RJ",AVENIDA SAO GONCALO NUM 100 - BOA VISTA,"24466315 - SAO GONCALO, RJ",Tel: (21) 4003-1043,Ag. Número: 3028-7,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"SAO JOAO DA BARRA, RJ",AVENIDA ROTARY NUM 383 - CENTRO,"282000 - SAO JOAO DA BARRA, RJ",Tel: (22) 4003-1043,Ag. Número: 3573-4,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"PRACA DA MATRIZ, RJ",RUA GESSYR GONCALVES FONTES NUM 126 - CENTRO,"25520570 - SAO JOAO DE MERITI, RJ",Tel: (21) 4003-1043,Ag. Número: 4761-9,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"SAO JOAO DE MERITI, RJ",AVENIDA GETULIO DE MOURA NUM 60 - CENTRO,"25520662 - SAO JOAO DE MERITI, RJ",Tel: (21) 4003-1043,Ag. Número: 0190-2,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"SHOPPING GRANDE RIO, RJ",RODOVIA PRESIDENTE DUTRA NUM 4200 - JARDIM JOSE BONIFACIO,"25586140 - SAO JOAO DE MERITI, RJ",Tel: (21) 4003-1043,Ag. Número: 2973-4,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"VILAR DOS TELES, RJ",AVENIDA AUTOMOVEL CLUBE NUM 2384 - JARDIM JOSE BONIFACIO,"25565172 - SAO JOAO DE MERITI, RJ",Tel: (21) 3440-0020,Ag. Número: 4149-1,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"SAO PEDRO DA ALDEIA, RJ",RUA ADOLFO SILVEIRA NUM 125 - CENTRO,"28941172 - SAO PEDRO DA ALDEIA, RJ",Tel: (22) 3143-0100,Ag. Número: 1243-2,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"SAPUCAIA, RJ",RUA MAURICIO DE ABREU NUM 07 - CENTRO,"258800 - SAPUCAIA, RJ",Tel: (24) 3130-1030,Ag. Número: 2072-9,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"SAQUAREMA, RJ",RUA PROFESSOR FRANCISCO FONSECA NUM 366 - BACAXA (BACAXA),"28994795 - SAQUAREMA, RJ",Tel: (22) 3145-0060,Ag. Número: 1332-3,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"SEROPEDICA, RJ",AVENIDA MINISTRO FERNANDO COSTA NUM 1000 - BOA ESPERANCA,"23894358 - SEROPEDICA, RJ",Tel: (21) 3320-9980,Ag. Número: 3071-6,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"TANGUA, RJ",RUA ATHAIDE SALATIEL DE VELASCO NUM 50 - CENTRO,"248900 - TANGUA, RJ",Tel: (21) 3320-9970,Ag. Número: 4872-0,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"AVENIDA FELICIANO SODRE, RJ",AVENIDA FELICIANO SODRE NUM 90 - VARZEA,"2596381 - TERESOPOLIS, RJ",Tel: (21) 3240-0020,Ag. Número: 4650-7,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"TERESOPOLIS, RJ",AVENIDA DELFIM MOREIRA NUM 686 - VARZEA,"25953236 - TERESOPOLIS, RJ",Tel: (21) 3240-0010,Ag. Número: 0193-7,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"TRES RIOS, RJ",RUA QUINZE DE NOVEMBRO NUM 362 - CENTRO,"258040 - TRES RIOS, RJ",Tel: (24) 4003-1043,Ag. Número: 0195-3,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"VILA, RJ",RUA JOAQUIM PINTO PORTELA NUM 118 - VILA ISABEL,"25812464 - TRES RIOS, RJ",Tel: (24) 3131-0030,Ag. Número: 1800-7,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"VALENCA, RJ",PRACA VISCONDE DO RIO PRETO NUM 222 - CENTRO,"276000 - VALENCA, RJ",Tel: (24) 4003-1043,Ag. Número: 0945-8,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"VASSOURAS, RJ",AVENIDA EXP OSWALDO ALMEIDA RAMOS NUM 155 - CENTRO,"277000 - VASSOURAS, RJ",Tel: (24) 4003-1043,Ag. Número: 0196-1,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"ATERRADO, RJ",AVENIDA PAULO DE FRONTIN NUM 90 - ATERRADO,"27213150 - VOLTA REDONDA, RJ",Tel: (24) 2102-8820,Ag. Número: 4375-3,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"BAIRRO SANTO AGOSTINHO, RJ",RUA JAIME MARTINS NUM 502 - SANTO AGOSTINHO,"2721070 - VOLTA REDONDA, RJ",Tel: (24) 4003-1043,Ag. Número: 2026-5,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"CIDADE DO ACO, RJ",AVENIDA AMARAL PEIXOTO NUM 858 - CENTRO,"27253223 - VOLTA REDONDA, RJ",Tel: (24) 3724-0100,Ag. Número: 1504-0,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"RETIRO, RJ",AVENIDA SAVIO COTA DE ALMEIDA GAMA NUM 1726 - RETIRO,"27281422 - VOLTA REDONDA, RJ",Tel: (24) 2102-8810,Ag. Número: 4018-5,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"VOLTA REDONDA, RJ",RUA GENERAL OSWALDO PINTO DA VEIGA NUM 184 - VILA SANTA CECILIA,"27260140 - VOLTA REDONDA, RJ",Tel: (24) 2102-8800,Ag. Número: 0197-0,Horário de atendimento: 10:00 às 15:00 (dias úteis)
